LABID,Strain,BAPS2_1092,NewBaps,Genome.Set,Pathogen,Serotype,Source,Year,Amoxicillin,Cefquinome,Ceftiofur,Penicillin
LSS29,LSS29,21,25.0,Lola_UK,UNKNOWN-SYS_DISEASE,1/2,Pig,2011.0,0.03,0.008,0.06,0.03
LSS3,LSS3,21,25.0,Lola_UK,NON-CLINICAL,1/2,Pig,2010.0,0.03,0.015,0.06,0.03
LSS30,LSS30,6,9.0,Lola_UK,NON-CLINICAL,31,Pig,2011.0,0.03,0.03,0.5,0.12
LSS31,LSS31,6,9.0,Lola_UK,NON-CLINICAL,24,Pig,2011.0,0.03,0.008,0.12,0.03
LSS32,LSS32,5,21.0,Lola_UK,NON-CLINICAL,24,Pig,2011.0,0.03,0.06,1.0,0.25
LSS33,LSS33,6,9.0,Lola_UK,UNKNOWN-SYS_DISEASE,4,Pig,2011.0,0.03,0.03,0.25,0.03
LSS34,LSS34,34,5.0,Lola_UK,NON-CLINICAL,8,Pig,2011.0,0.03,0.06,0.25,0.03
LSS35,LSS35,18,4.0,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011.0,0.03,0.03,0.12,0.03
LSS36,LSS36,5,21.0,Lola_UK,UNKNOWN-SYS_DISEASE,,Pig,2011.0,0.03,0.06,0.5,1.0
LSS37,LSS37,6,9.0,Lola_UK,NON-CLINICAL,24,Pig,2011.0,0.03,0.015,0.12,0.03
LSS4,LSS4,18,4.0,Lola_UK,UNKNOWN,2,Pig,2010.0,0.03,0.015,0.12,0.03
LSS40,LSS40,13,8.0,Lola_UK,NON-CLINICAL,6,Pig,2011.0,0.03,0.03,0.12,0.03
LSS42,LSS42,9,13.0,Lola_UK,NON-CLINICAL,16,Pig,2011.0,0.03,0.06,1.0,0.25
LSS44,LSS44,7,11.0,Lola_UK,NON-CLINICAL,15,Pig,2011.0,0.03,0.06,0.25,0.03
LSS47,LSS47,11,8.0,Lola_UK,NON-CLINICAL,16,Pig,2011.0,0.03,0.008,0.12,0.03
LSS48,LSS48,6,9.0,Lola_UK,NON-CLINICAL,31,Pig,2011.0,0.03,0.25,1.0,0.12
LSS49,LSS49,6,9.0,Lola_UK,NON-CLINICAL,,Pig,2011.0,0.03,0.06,1.0,0.06
LSS5,LSS5,18,4.0,Lola_UK,UNKNOWN,2,Pig,2010.0,0.03,0.03,0.12,0.03
LSS50,LSS50,18,4.0,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011.0,0.03,0.008,0.12,0.03
LSS51,LSS51,18,4.0,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011.0,0.03,0.008,0.12,0.03
LSS52,LSS52,5,21.0,Lola_UK,UNKNOWN-SYS_DISEASE,19,Pig,2011.0,0.03,0.015,0.25,0.5
LSS54,LSS54,5,21.0,Lola_UK,NON-CLINICAL,,Pig,2011.0,0.03,0.03,0.5,1.0
LSS55,LSS55,7,14.0,Lola_UK,NON-CLINICAL,9,Pig,2011.0,0.03,0.002,0.12,0.03
LSS56,LSS56,24,28.0,Lola_UK,UNKNOWN-SYS_DISEASE,7 (+3 partial),Pig,2011.0,0.03,0.008,0.12,0.03
LSS57,LSS57,6,9.0,Lola_UK,NON-CLINICAL,,Pig,2011.0,0.03,0.03,0.5,0.5
LSS58,LSS58,6,9.0,Lola_UK,NON-CLINICAL,31,Pig,2011.0,0.03,0.06,1.0,0.06
LSS59,LSS59,6,9.0,Lola_UK,NON-CLINICAL,10,Pig,2011.0,0.03,0.12,2.0,0.12
LSS60,LSS60,6,9.0,Lola_UK,NON-CLINICAL,31,Pig,2011.0,0.03,0.015,0.12,0.03
LSS61,LSS61,21,25.0,Lola_UK,NON-CLINICAL,1/2,Pig,2011.0,0.03,0.008,0.06,0.03
LSS62,LSS62,18,4.0,Lola_UK,NON-CLINICAL,2,Pig,2011.0,0.03,0.03,0.12,0.03
LSS63,LSS63,18,4.0,Lola_UK,NON-CLINICAL,2,Pig,2011.0,0.03,0.015,0.12,0.03
LSS64,LSS64,5,21.0,Lola_UK,NON-CLINICAL,21,Pig,2011.0,0.03,0.06,0.5,0.5
LSS65,LSS65,6,9.0,Lola_UK,NON-CLINICAL,10,Pig,2011.0,0.03,0.06,1.0,0.25
LSS66,LSS66,6,9.0,Lola_UK,UNKNOWN-SYS_DISEASE,9,Pig,2011.0,0.03,0.03,0.5,0.12
LSS67,LSS67,34,5.0,Lola_UK,NON-CLINICAL,8,Pig,2011.0,0.03,0.015,0.12,0.03
LSS68,LSS68,34,5.0,Lola_UK,NON-CLINICAL,8,Pig,2011.0,0.03,0.008,0.12,0.12
LSS70,LSS70,34,5.0,Lola_UK,NON-CLINICAL,9,Pig,2011.0,0.03,0.008,0.12,0.03
LSS71,LSS71,21,25.0,Lola_UK,NON-CLINICAL,1/2,Pig,2011.0,0.03,0.008,0.06,0.03
LSS72,LSS72,21,26.0,Lola_UK,NON-CLINICAL,1 and 3 ,Pig,2011.0,0.03,0.015,0.06,0.03
LSS73,LSS73,1,1.0,Lola_UK,UNKNOWN-SYS_DISEASE,3,Pig,2011.0,0.03,0.015,0.12,0.03
LSS74,LSS74,1,1.0,Lola_UK,UNKNOWN-SYS_DISEASE,3,Pig,2011.0,0.03,0.03,0.12,0.03
LSS75,LSS75,6,9.0,Lola_UK,NON-CLINICAL,31,Pig,2011.0,0.03,0.015,0.12,0.03
LSS76,LSS76,34,5.0,Lola_UK,NON-CLINICAL,8 (+2 partial),Pig,2011.0,0.03,0.03,0.25,0.03
LSS77,LSS77,21,26.0,Lola_UK,NON-CLINICAL,1 and 4,Pig,2011.0,0.03,0.008,0.06,0.03
LSS78,LSS78,6,10.0,Lola_UK,NON-CLINICAL,12,Pig,2011.0,0.03,0.06,1.0,0.12
LSS79,LSS79,6,10.0,Lola_UK,NON-CLINICAL,15(+19 partial),Pig,2011.0,0.03,0.015,0.12,0.03
LSS8,LSS8,9,8.0,Lola_UK,UNKNOWN,16,Pig,2010.0,0.03,0.03,0.25,0.03
LSS80,LSS80,6,9.0,Lola_UK,NON-CLINICAL,31,Pig,2011.0,0.03,0.015,0.12,0.03
LSS81,LSS81,6,10.0,Lola_UK,NON-CLINICAL,15,Pig,2011.0,0.03,0.015,0.12,0.06
LSS82,LSS82,9,13.0,Lola_UK,NON-CLINICAL,16,Pig,2011.0,0.03,0.03,0.12,0.03
LSS83,LSS83,24,28.0,Lola_UK,NON-CLINICAL,7,Pig,2011.0,0.03,0.015,0.06,0.03
LSS84,LSS84,24,28.0,Lola_UK,NON-CLINICAL,7,Pig,2011.0,0.03,0.008,0.06,0.03
LSS85,LSS85,24,28.0,Lola_UK,NON-CLINICAL,7,Pig,2011.0,0.03,0.015,0.12,0.03
LSS86,LSS86,21,26.0,Lola_UK,NON-CLINICAL,1 + 5,Pig,2011.0,0.03,0.008,0.06,0.03
LSS87,LSS87,21,26.0,Lola_UK,UNKNOWN-SYS_DISEASE,1 + 6,Pig,2011.0,0.03,0.008,0.12,0.03
LSS88,LSS88,5,21.0,Lola_UK,NON-CLINICAL,,Pig,2011.0,0.03,0.03,0.25,0.03
LSS89,LSS89,34,5.0,Lola_UK,NON-CLINICAL,8,Pig,2011.0,0.03,0.06,0.25,0.03
LSS9,LSS9,9,8.0,Lola_UK,NON-CLINICAL,10,Pig,2010.0,0.03,0.03,0.25,0.03
LSS90,LSS90,6,9.0,Lola_UK,NON-CLINICAL,31,Pig,2011.0,0.03,0.015,0.12,0.03
LSS91,LSS91,13,8.0,Lola_UK,NON-CLINICAL,6,Pig,2011.0,0.03,0.015,0.12,0.03
LSS92,LSS92,12,8.0,Lola_UK,NON-CLINICAL,9,Pig,2011.0,0.03,0.03,0.5,0.12
LSS94,LSS94,34,5.0,Lola_UK,NON-CLINICAL,4,Pig,2011.0,0.03,0.03,0.12,0.03
LSS95,LSS95,6,10.0,Lola_UK,NON-CLINICAL,11,Pig,2011.0,0.03,0.12,2.0,0.25
LSS96,LSS96,6,10.0,Lola_UK,NON-CLINICAL,11,Pig,2011.0,0.03,0.12,2.0,1.0
LSS97,LSS97,18,4.0,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011.0,0.03,0.015,0.12,0.03
LSS98,LSS98,18,4.0,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011.0,0.03,0.03,0.12,0.03
LSS99,LSS99,5,21.0,Lola_UK,UNKNOWN,,Pig,2011.0,0.03,0.06,0.5,0.25
SS1000,SS1000,24,28.0,Lola_UK,RESP,7,Pig,2010.0,0.03,0.008,0.06,0.03
SS1001,SS1001,18,4.0,Lola_UK,SYS-OTHER,2,Pig,2010.0,0.03,0.008,0.12,0.03
SS1002,SS1002,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.002,0.12,0.03
SS1004,SS1004,18,4.0,Lola_UK,SYS-OTHER,2,Pig,2010.0,0.03,0.008,0.12,0.03
SS1005,SS1005,22,24.0,Lola_UK,RESP,3,Pig,2010.0,0.03,0.008,0.12,0.03
SS1006,SS1006,18,4.0,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS1007,SS1007,24,28.0,Lola_UK,SYS-BRAIN,7,Pig,2010.0,0.03,0.015,0.12,0.03
SS1008,SS1008,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.008,0.12,0.03
SS1009,SS1009,21,25.0,Lola_UK,RESP,1/2,Pig,2010.0,0.03,0.002,0.06,0.03
SS1010,SS1010,18,4.0,Lola_UK,SYS-OTHER,2,Pig,2010.0,0.03,0.03,0.12,0.03
SS1011,SS1011,18,4.0,Lola_UK,SYS-BRAIN,1,Pig,2011.0,0.03,0.015,0.12,0.03
SS1012,SS1012,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS1013,SS1013,5,21.0,Lola_UK,RESP,,Pig,2011.0,0.03,0.06,0.5,0.5
SS1014,SS1014,22,24.0,Lola_UK,RESP,3,Pig,2011.0,0.03,0.03,0.12,0.03
SS1015,SS1015,22,24.0,Lola_UK,RESP,3,Pig,2010.0,0.03,0.015,0.12,0.03
SS1016,SS1016,34,5.0,Lola_UK,RESP,8,Pig,2010.0,0.03,0.015,0.06,0.03
SS1017,SS1017,18,4.0,Lola_UK,RESP,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS1018,SS1018,24,28.0,Lola_UK,RESP,7,Pig,2010.0,0.03,0.015,0.06,0.03
SS1021,SS1021,22,24.0,Lola_UK,RESP,3,Pig,2010.0,0.03,0.008,0.06,0.03
SS1022,SS1022,6,10.0,Lola_UK,RESP,7,Pig,2010.0,0.03,0.008,0.06,0.03
SS1023,SS1023,18,4.0,Lola_UK,SYS-OTHER,2,Pig,2010.0,0.03,0.03,0.12,0.03
SS1024,SS1024,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS1025,SS1025,18,4.0,Lola_UK,RESP,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS1026,SS1026,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.03,0.12,0.03
SS1027,SS1027,18,4.0,Lola_UK,RESP,14,Pig,2010.0,0.03,0.008,0.12,0.03
SS1028,SS1028,6,9.0,Lola_UK,SYS-BRAIN,4,Pig,2010.0,0.03,0.015,0.5,0.12
SS1029,SS1029,18,4.0,Lola_UK,SYS-OTHER,14,Pig,2010.0,0.03,0.002,0.12,0.03
SS1030,SS1030,22,24.0,Lola_UK,UNKNOWN-SYS_DISEASE,3,Pig,2010.0,0.03,0.008,0.12,0.03
SS1032,SS1032,18,4.0,Lola_UK,SYS-OTHER,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS1033,SS1033,18,4.0,Lola_UK,SYS-BRAIN,1,Pig,2010.0,0.03,0.015,0.12,0.03
SS1035,SS1035,21,26.0,Lola_UK,SYS-BRAIN,8,Pig,2010.0,0.03,0.015,0.12,0.03
SS1036,SS1036,18,4.0,Lola_UK,SYS-OTHER,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS1037,SS1037,34,5.0,Lola_UK,RESP,8,Pig,2010.0,0.03,0.03,0.12,0.03
SS1038,SS1038,18,4.0,Lola_UK,SYS-BRAIN,1,Pig,2010.0,0.03,0.008,0.12,0.03
SS1039,SS1039,18,4.0,Lola_UK,SYS-OTHER,1,Pig,2010.0,0.03,0.015,0.12,0.03
SS1040,SS1040,1,1.0,Lola_UK,RESP,4,Pig,2010.0,0.03,0.03,0.12,0.03
SS1041,SS1041,1,1.0,Lola_UK,RESP,4,Pig,2010.0,0.03,0.03,0.12,0.03
SS1042,SS1042,1,1.0,Lola_UK,RESP,4,Pig,2010.0,0.03,0.015,0.12,0.03
SS1043,SS1043,21,26.0,Lola_UK,RESP,1/2,Pig,2010.0,0.03,0.008,0.06,0.03
SS1048,SS1048,34,5.0,Lola_UK,RESP,4,Pig,2010.0,0.03,0.03,0.12,0.03
SS1051,SS1051,24,28.0,Lola_UK,SYS-BRAIN,7,Pig,2010.0,0.03,0.015,0.12,0.03
SS1052,SS1052,34,5.0,Lola_UK,RESP,3,Pig,2010.0,0.03,0.03,0.25,0.03
SS1053,SS1053,26,27.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.008,0.03,0.03
SS1054,SS1054,18,4.0,Lola_UK,SYS-OTHER,2,Pig,,0.03,0.015,0.12,0.03
SS1055,SS1055,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS1056,SS1056,6,9.0,Lola_UK,SYS-OTHER,8,Pig,2010.0,0.03,0.03,0.5,0.25
SS1057,SS1057,22,24.0,Lola_UK,RESP,3,Pig,2010.0,0.03,0.015,0.12,0.03
SS1058,SS1058,18,4.0,Lola_UK,UNKNOWN-SYS_DISEASE,1,Pig,2010.0,0.03,0.015,0.12,0.03
SS1061,SS1061,34,5.0,Lola_UK,RESP,8,Pig,2010.0,0.03,0.03,0.12,0.03
SS1062,SS1062,7,11.0,Lola_UK,RESP,15,Pig,2010.0,0.03,0.015,0.12,0.03
SS1063,SS1063,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.015,0.06,0.03
SS1064,SS1064,26,27.0,Lola_UK,RESP,2,Pig,2010.0,0.03,0.008,0.06,0.03
SS1065,SS1065,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS1066,SS1066,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS1067,SS1067,8,13.0,Lola_UK,SYS-OTHER,16,Pig,2010.0,0.03,0.015,0.12,0.03
SS1070,SS1070,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS1072,SS1072,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.03,0.12,0.03
SS1073,SS1073,18,4.0,Lola_UK,SYS-BRAIN,1/2,Pig,2010.0,0.03,0.015,0.12,0.03
SS967,SS967,34,5.0,Lola_UK,UNKNOWN-SYS_DISEASE,4,Pig,2010.0,0.03,0.03,0.12,0.03
SS969,SS969,18,4.0,Lola_UK,RESP,2,Pig,2010.0,0.03,0.03,0.12,0.03
SS970,SS970,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.015,0.06,0.03
SS972,SS972,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.03,0.12,0.03
SS973,SS973,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS974,SS974,21,25.0,Lola_UK,SYS-OTHER,2,Pig,2010.0,0.03,0.008,0.12,0.03
SS975,SS975,6,9.0,Lola_UK,RESP,,Pig,2010.0,0.03,0.015,0.12,0.03
SS976,SS976,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.06,0.015,0.12,0.03
SS979,SS979,18,4.0,Lola_UK,SYS-OTHER,14,Pig,2010.0,0.03,0.015,0.12,0.03
SS981,SS981,12,8.0,Lola_UK,SYS-BRAIN,,Pig,2010.0,0.03,0.03,0.5,0.03
SS982,SS982,18,4.0,Lola_UK,SYS-OTHER,14,Pig,2010.0,0.03,0.015,0.12,0.03
SS983,SS983,18,4.0,Lola_UK,SYS-OTHER,1,Pig,2010.0,0.03,0.015,0.12,0.03
SS985,SS985,9,8.0,Lola_UK,UNKNOWN,,Pig,2010.0,0.03,0.015,0.12,0.03
SS986,SS986,7,11.0,Lola_UK,RESP,12,Pig,2010.0,0.03,0.015,0.12,0.03
SS987,SS987,18,4.0,Lola_UK,SYS-OTHER,1,Pig,2010.0,0.03,0.03,0.12,0.03
SS989,SS989,21,26.0,Lola_UK,RESP,2,Pig,2010.0,0.03,0.008,0.06,0.03
SS991,SS991,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS992,SS992,18,4.0,Lola_UK,RESP,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS993,SS993,5,21.0,Lola_UK,NON-CLINICAL,,Pig,2010.0,0.03,0.015,0.12,0.03
SS994,SS994,18,4.0,Lola_UK,SYS-BRAIN,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS995,SS995,18,4.0,Lola_UK,SYS-OTHER,14,Pig,2010.0,0.03,0.03,0.25,0.03
SS996,SS996,21,26.0,Lola_UK,RESP,1/2,Pig,2010.0,0.03,0.008,0.06,0.03
SS997,SS997,6,9.0,Lola_UK,RESP,8,Pig,2010.0,0.03,0.015,0.25,0.03
SS998,SS998,18,4.0,Lola_UK,RESP,2,Pig,2010.0,0.03,0.015,0.12,0.03
SS999,SS999,1,1.0,Lola_UK,RESP,3,Pig,2010.0,0.03,0.008,0.12,0.03
TMW_SS001,TMW_SS001,18,4.0,RCUK_APHA,UNKNOWN,2,Pig,,0.03,0.015,0.12,0.03
TMW_SS002,TMW_SS002,18,4.0,RCUK_APHA,UNKNOWN,2,Pig,,0.03,0.015,0.12,0.03
TMW_SS003,TMW_SS003,24,28.0,RCUK_APHA,UNKNOWN,,Pig,,0.03,0.015,0.12,0.03
TMW_SS004,TMW_SS004,32,5.0,RCUK_APHA,UNKNOWN,8,Pig,,0.03,0.03,0.12,0.03
TMW_SS005,TMW_SS005,23,26.0,RCUK_APHA,RESP,1/2,Pig,2013.0,0.03,0.008,0.06,0.03
TMW_SS006,TMW_SS006,18,4.0,RCUK_APHA,SYS-OTHER,2,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS007,TMW_SS007,18,4.0,RCUK_APHA,SYS-BRAIN,2,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS008,TMW_SS008,6,9.0,RCUK_APHA,UNKNOWN,9,Pig,2013.0,0.03,0.06,1.0,0.5
TMW_SS009,TMW_SS009,26,27.0,RCUK_APHA,RESP,2,Pig,2013.0,0.03,0.008,0.06,0.03
TMW_SS010,TMW_SS010,18,4.0,RCUK_APHA,RESP,2,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS011,TMW_SS011,18,4.0,RCUK_APHA,RESP,14,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS012,TMW_SS012,6,10.0,RCUK_APHA,UNKNOWN,,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS013,TMW_SS013,24,28.0,RCUK_APHA,SYS-OTHER,7,Pig,2013.0,0.03,0.008,0.06,0.03
TMW_SS014,TMW_SS014,24,28.0,RCUK_APHA,UNKNOWN,7,Pig,2013.0,0.03,0.008,0.06,0.03
TMW_SS015,TMW_SS015,18,4.0,RCUK_APHA,UNKNOWN,2,Pig,2013.0,0.03,0.03,0.12,0.03
TMW_SS016,TMW_SS016,18,4.0,RCUK_APHA,UNKNOWN,2,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS017,TMW_SS017,18,4.0,RCUK_APHA,UNKNOWN,14,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS018,TMW_SS018,32,5.0,RCUK_APHA,RESP,8,Pig,2013.0,0.03,0.03,0.12,0.03
TMW_SS019,TMW_SS019,18,4.0,RCUK_APHA,UNKNOWN,14,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS020,TMW_SS020,9,13.0,RCUK_APHA,UNKNOWN,,Pig,2013.0,0.03,0.03,0.5,0.12
TMW_SS022,TMW_SS022,18,4.0,RCUK_APHA,SYS-BRAIN,2,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS023,TMW_SS023,18,4.0,RCUK_APHA,SYS-OTHER,1,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS024,TMW_SS024,6,10.0,RCUK_APHA,UNKNOWN,,Pig,2013.0,0.03,0.008,0.06,0.03
TMW_SS025,TMW_SS025,18,4.0,RCUK_APHA,UNKNOWN,2,Pig,,0.03,0.015,0.12,0.03
TMW_SS026,TMW_SS026,22,24.0,RCUK_APHA,UNKNOWN,3,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS027,TMW_SS027,32,5.0,RCUK_APHA,UNKNOWN,8,Pig,2013.0,0.03,0.03,0.12,0.03
TMW_SS029,TMW_SS029,6,10.0,RCUK_APHA,UNKNOWN,,Pig,2013.0,0.03,0.03,0.12,0.03
TMW_SS031,TMW_SS031,18,4.0,RCUK_APHA,UNKNOWN,1,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS032,TMW_SS032,22,24.0,RCUK_APHA,UNKNOWN,3,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS033,TMW_SS033,23,25.0,RCUK_APHA,UNKNOWN,1/2,Pig,2013.0,0.03,0.008,0.06,0.03
TMW_SS034,TMW_SS034,6,9.0,RCUK_APHA,UNKNOWN,,Pig,2013.0,0.03,0.03,0.25,0.03
TMW_SS035,TMW_SS035,6,9.0,RCUK_APHA,UNKNOWN,,Pig,2013.0,0.03,0.03,0.25,0.03
TMW_SS036,TMW_SS036,23,26.0,RCUK_APHA,UNKNOWN,1/2,Pig,2013.0,0.03,0.008,0.06,0.03
TMW_SS037,TMW_SS037,6,9.0,RCUK_APHA,UNKNOWN,,Pig,2013.0,0.06,0.06,1.0,1.0
TMW_SS038,TMW_SS038,18,4.0,RCUK_APHA,UNKNOWN,2,Pig,2013.0,0.03,0.03,0.12,0.03
TMW_SS039,TMW_SS039,18,4.0,RCUK_APHA,UNKNOWN,2,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS040,TMW_SS040,18,4.0,RCUK_APHA,SYS-BRAIN,2,Pig,2013.0,0.03,0.015,0.12,0.03
TMW_SS041,TMW_SS041,32,5.0,RCUK_APHA,UNKNOWN,3,Pig,2013.0,0.03,0.06,0.25,0.03
TMW_SS042,TMW_SS042,32,5.0,RCUK_APHA,UNKNOWN,4,Pig,2013.0,0.03,0.06,0.25,0.03
TMW_SS043,TMW_SS043,18,4.0,RCUK_APHA,RESP,2,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS044,TMW_SS044,23,26.0,RCUK_APHA,UNKNOWN,1/2,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS045,TMW_SS045,6,9.0,RCUK_APHA,UNKNOWN,,Pig,2014.0,0.06,0.03,1.0,0.5
TMW_SS046,TMW_SS046,23,26.0,RCUK_APHA,UNKNOWN,1/2,Pig,2014.0,0.03,0.008,0.06,0.03
TMW_SS047,TMW_SS047,23,26.0,RCUK_APHA,UNKNOWN,2,Pig,,0.03,0.015,0.12,0.03
TMW_SS048,TMW_SS048,23,26.0,RCUK_APHA,RESP,2,Pig,2014.0,0.03,0.008,0.12,0.03
TMW_SS049,TMW_SS049,18,4.0,RCUK_APHA,UNKNOWN,2,Pig,2014.0,0.03,0.03,0.12,0.03
TMW_SS051,TMW_SS051,24,28.0,RCUK_APHA,UNKNOWN,,Pig,2014.0,0.03,0.008,0.12,0.03
TMW_SS052,TMW_SS052,24,28.0,RCUK_APHA,UNKNOWN,,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS053,TMW_SS053,23,26.0,RCUK_APHA,UNKNOWN,1/2,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS054,TMW_SS054,6,10.0,RCUK_APHA,UNKNOWN,28,Pig,2014.0,0.03,0.03,0.25,0.03
TMW_SS055,TMW_SS055,18,4.0,RCUK_APHA,UNKNOWN,2,Pig,2014.0,0.03,0.03,0.12,0.03
TMW_SS056,TMW_SS056,23,26.0,RCUK_APHA,UNKNOWN,2,Pig,2014.0,0.03,0.015,0.06,0.03
TMW_SS057,TMW_SS057,23,26.0,RCUK_APHA,UNKNOWN,2,Pig,2014.0,0.03,0.015,0.06,0.03
TMW_SS058,TMW_SS058,18,4.0,RCUK_APHA,UNKNOWN,2,Pig,,0.03,0.03,0.25,0.03
TMW_SS059,TMW_SS059,18,4.0,RCUK_APHA,SYS-BRAIN,1,Pig,2014.0,0.03,0.03,0.25,0.03
TMW_SS060,TMW_SS060,18,4.0,RCUK_APHA,SYS-BRAIN,2,Pig,2014.0,0.03,0.008,0.06,0.03
TMW_SS061,TMW_SS061,18,4.0,RCUK_APHA,SYS-OTHER,2,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS062,TMW_SS062,18,4.0,RCUK_APHA,UNKNOWN,2,Pig,2014.0,0.03,0.03,0.12,0.03
TMW_SS063,TMW_SS063,32,5.0,RCUK_APHA,UNKNOWN,8,Pig,2014.0,0.03,0.03,0.12,0.03
TMW_SS064,TMW_SS064,32,5.0,RCUK_APHA,UNKNOWN,8,Pig,2014.0,0.03,0.03,0.12,0.03
TMW_SS065,TMW_SS065,32,5.0,RCUK_APHA,UNKNOWN,5,Pig,2014.0,0.03,0.03,0.12,0.03
TMW_SS066,TMW_SS066,3,2.0,RCUK_APHA,UNKNOWN,,Pig,2014.0,0.03,0.06,0.5,0.25
TMW_SS069,TMW_SS069,18,4.0,RCUK_APHA,UNKNOWN,2,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS070,TMW_SS070,1,1.0,RCUK_APHA,RESP,4,Pig,2014.0,0.03,0.015,0.12,0.03
