LABID,Strain,BAPS2_1092,NewBaps,Genome.Set,Pathogen,Serotype,Source,Year,Amoxicillin,Cefquinome,Ceftiofur,Penicillin
TMW_SS071,TMW_SS071,18,4.0,RCUK_APHA,SYS-BRAIN,2,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS072,TMW_SS072,24,28.0,RCUK_APHA,UNKNOWN,7,Pig,2014.0,0.03,0.015,0.06,0.03
TMW_SS073,TMW_SS073,32,5.0,RCUK_APHA,RESP,8,Pig,2014.0,0.03,0.008,0.12,0.03
TMW_SS074,TMW_SS074,32,5.0,RCUK_APHA,RESP,,Pig,2014.0,0.03,0.06,0.25,0.03
TMW_SS075,TMW_SS075,9,8.0,RCUK_APHA,UNKNOWN,,Pig,2014.0,0.03,0.06,0.5,0.25
TMW_SS076,TMW_SS076,32,5.0,RCUK_APHA,RESP,8,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS077,TMW_SS077,18,4.0,RCUK_APHA,UNKNOWN,14,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS078,TMW_SS078,6,9.0,RCUK_APHA,UNKNOWN,,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS079,TMW_SS079,18,4.0,RCUK_APHA,RESP,2,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS080,TMW_SS080,24,28.0,RCUK_APHA,UNKNOWN,7,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS081,TMW_SS081,18,4.0,RCUK_APHA,SYS-BRAIN,2,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS082,TMW_SS082,32,5.0,RCUK_APHA,RESP,8,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS083,TMW_SS083,18,4.0,RCUK_APHA,SYS-BRAIN,2,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS084,TMW_SS084,23,25.0,RCUK_APHA,UNKNOWN,1/2,Pig,,0.03,0.015,0.12,0.03
TMW_SS085,TMW_SS085,23,25.0,RCUK_APHA,UNKNOWN,1/2,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS086,TMW_SS086,6,10.0,RCUK_APHA,SYS-BRAIN,14,Pig,2014.0,0.03,0.015,0.25,0.03
TMW_SS087,TMW_SS087,24,28.0,RCUK_APHA,UNKNOWN,,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS089,TMW_SS089,18,4.0,RCUK_APHA,UNKNOWN,2,Pig,2014.0,0.03,0.03,0.12,0.03
TMW_SS090,TMW_SS090,18,4.0,RCUK_APHA,SYS-BRAIN,14,Pig,2014.0,0.03,0.06,0.12,0.03
TMW_SS091,TMW_SS091,5,21.0,RCUK_APHA,UNKNOWN,29,Pig,2014.0,0.03,0.03,0.5,0.12
TMW_SS092,TMW_SS092,24,28.0,RCUK_APHA,UNKNOWN,,Pig,2014.0,0.03,0.015,0.25,0.03
TMW_SS093,TMW_SS093,18,4.0,RCUK_APHA,SYS-OTHER,2,Pig,2014.0,0.03,0.03,0.12,0.03
TMW_SS094,TMW_SS094,32,5.0,RCUK_APHA,UNKNOWN,8,Pig,2014.0,0.03,0.03,0.12,0.03
TMW_SS095,TMW_SS095,23,25.0,RCUK_APHA,UNKNOWN,1/2,Pig,2014.0,0.03,0.008,0.06,0.03
TMW_SS096,TMW_SS096,18,4.0,RCUK_APHA,SYS-BRAIN,2,Pig,2014.0,0.03,0.03,0.25,0.03
TMW_SS097,TMW_SS097,18,4.0,RCUK_APHA,UNKNOWN,1,Pig,2014.0,0.03,0.03,0.12,0.03
TMW_SS098,TMW_SS098,23,25.0,RCUK_APHA,UNKNOWN,2,Pig,,0.03,0.015,0.12,0.03
TMW_SS099,TMW_SS099,18,4.0,RCUK_APHA,SYS-OTHER,2,Pig,2014.0,0.03,0.03,0.12,0.03
TMW_SS100,TMW_SS100,23,25.0,RCUK_APHA,RESP,1/2,Pig,2014.0,0.03,0.015,0.06,0.03
TMW_SS101,TMW_SS101,23,25.0,RCUK_APHA,UNKNOWN,2,Pig,2014.0,0.03,0.015,0.12,0.03
TMW_SS102,TMW_SS102,18,4.0,RCUK_APHA,UNKNOWN,2,Pig,2014.0,0.03,0.03,0.12,0.03
TMW_SS103,TMW_SS103,18,4.0,RCUK_APHA,UNKNOWN,14,Pig,2014.0,0.03,0.03,0.25,0.03
TMW_SS104,TMW_SS104,18,4.0,RCUK_APHA,SYS-BRAIN,2,Pig,2014.0,0.03,0.03,0.25,0.03
TMW_SS105,TMW_SS105,23,25.0,RCUK_APHA,UNKNOWN,1/2,Pig,2014.0,0.03,0.008,0.06,0.03
TMW_SS106,TMW_SS106,30,12.0,RCUK_APHA,NON-CLINICAL,28,Pig,2015.0,0.03,0.03,0.5,0.12
TMW_SS107,TMW_SS107,30,12.0,RCUK_APHA,NON-CLINICAL,28,Pig,2015.0,0.03,0.06,0.5,0.25
TMW_SS108,TMW_SS108,7,11.0,RCUK_APHA,NON-CLINICAL,,Pig,2015.0,0.03,0.03,0.25,0.03
TMW_SS109,TMW_SS109,7,11.0,RCUK_APHA,NON-CLINICAL,,Pig,2015.0,0.03,0.03,0.25,0.03
TMW_SS110,TMW_SS110,30,12.0,RCUK_APHA,NON-CLINICAL,28,Pig,2015.0,0.03,0.03,0.5,0.12
TMW_SS111,TMW_SS111,30,12.0,RCUK_APHA,NON-CLINICAL,28,Pig,2015.0,0.03,0.03,0.5,0.12
TMW_SS112,TMW_SS112,30,12.0,RCUK_APHA,NON-CLINICAL,28,Pig,2015.0,0.03,0.03,0.5,0.25
TMW_SS113,TMW_SS113,30,12.0,RCUK_APHA,NON-CLINICAL,28,Pig,2015.0,0.03,0.03,0.5,0.25
TMW_SS114,TMW_SS114,30,12.0,RCUK_APHA,NON-CLINICAL,28,Pig,2015.0,0.03,0.03,0.5,0.25
TMW_SS115,TMW_SS115,30,12.0,RCUK_APHA,NON-CLINICAL,28,Pig,2015.0,0.03,0.03,0.5,0.25
TMW_SS116,TMW_SS116,7,11.0,RCUK_APHA,NON-CLINICAL,,Pig,2015.0,0.03,0.015,0.25,0.03
TMW_SS117,TMW_SS117,7,11.0,RCUK_APHA,NON-CLINICAL,,Pig,2015.0,0.03,0.03,0.25,0.03
TMW_SS118,TMW_SS118,30,12.0,RCUK_APHA,NON-CLINICAL,28,Pig,2015.0,0.03,0.06,0.5,0.25
TMW_SS119,TMW_SS119,7,11.0,RCUK_APHA,NON-CLINICAL,,Pig,2015.0,0.03,0.03,0.12,0.06
083_13A,083_13A,13,8.0,RCUK_UK,NON-CLINICAL,6,Pig,2013.0,0.03,0.008,0.12,0.03
083_17A,083_17A,17,8.0,RCUK_UK,NON-CLINICAL,25,Pig,2013.0,0.03,0.015,0.12,0.03
083_17B,083_17B,6,9.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.03,0.12,0.03
083_17C,083_17C,6,9.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.06,1.0,0.25
083_1C,083_1C,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.06,1.0,0.25
083_22A,083_22A,6,10.0,RCUK_UK,NON-CLINICAL,15,Pig,2013.0,0.03,0.004,0.03,0.03
083_24C,083_24C,17,8.0,RCUK_UK,NON-CLINICAL,25,Pig,2013.0,0.03,0.015,0.12,0.03
083_25C,083_25C,6,9.0,RCUK_UK,NON-CLINICAL,10,Pig,2013.0,0.03,0.015,0.06,0.03
083_2A,083_2A,6,9.0,RCUK_UK,NON-CLINICAL,31,Pig,2013.0,0.03,0.12,1.0,0.25
083_2B,083_2B,6,9.0,RCUK_UK,NON-CLINICAL,31,Pig,2013.0,0.03,0.015,0.25,0.03
083_3A,083_3A,6,9.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.06,1.0,0.25
270_16A,270_16A,6,9.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.03,0.25,0.03
270_21B,270_21B,6,10.0,RCUK_UK,NON-CLINICAL,30,Pig,2013.0,0.03,0.03,0.25,0.03
270_21C,270_21C,6,10.0,RCUK_UK,NON-CLINICAL,30,Pig,2013.0,0.03,0.03,0.12,0.03
270_23C,270_23C,6,9.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.03,0.25,0.03
270_6A,270_6A,6,9.0,RCUK_UK,NON-CLINICAL,4,Pig,2013.0,0.03,0.06,0.25,0.03
359_6B,359_6B,6,9.0,RCUK_UK,NON-CLINICAL,10,Pig,2013.0,0.03,0.12,2.0,0.12
427_17B,427_17B,7,11.0,RCUK_UK,NON-CLINICAL,15,Pig,2013.0,0.03,0.03,0.12,0.12
427_17C,427_17C,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.06,0.06,1.0,0.5
427_5B,427_5B,8,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.12,0.03
427_7C,427_7C,12,8.0,RCUK_UK,NON-CLINICAL,9,Pig,2013.0,0.03,0.015,0.12,0.03
632_4A,632_4A,13,8.0,RCUK_UK,NON-CLINICAL,6,Pig,2013.0,0.03,0.015,0.12,0.03
632_6A,632_6A,13,8.0,RCUK_UK,NON-CLINICAL,6,Pig,2013.0,0.03,0.015,0.12,0.03
632_6B,632_6B,13,8.0,RCUK_UK,NON-CLINICAL,6,Pig,2013.0,0.03,0.008,0.06,0.03
632_6C,632_6C,13,8.0,RCUK_UK,NON-CLINICAL,6,Pig,2013.0,0.5,0.25,1.0,1.0
632_7B,632_7B,9,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.03,0.25,0.03
632_7C,632_7C,6,9.0,RCUK_UK,NON-CLINICAL,31,Pig,2013.0,0.03,0.06,0.5,0.06
632_9A,632_9A,8,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.12,0.03
632_9C,632_9C,9,8.0,RCUK_UK,NON-CLINICAL,25,Pig,2013.0,0.03,0.12,2.0,0.5
635_10C,635_10C,6,9.0,RCUK_UK,NON-CLINICAL,10,Pig,2013.0,0.03,0.03,0.5,0.25
635_11B,635_11B,7,11.0,RCUK_UK,NON-CLINICAL,15,Pig,2013.0,0.03,0.03,0.12,0.03
635_3A,635_3A,8,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.12,0.03
635_6B,635_6B,8,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.12,0.03
635_6C,635_6C,7,11.0,RCUK_UK,NON-CLINICAL,15,Pig,2013.0,0.03,0.03,0.12,0.03
635_8C,635_8C,8,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.12,0.03
635_9A,635_9A,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.06,0.5,0.06
635_9C,635_9C,6,10.0,RCUK_UK,NON-CLINICAL,15,Pig,2013.0,0.03,0.015,0.12,0.03
684_10A,684_10A,6,9.0,RCUK_UK,NON-CLINICAL,5,Pig,2013.0,0.03,0.015,0.06,0.03
684_11B,684_11B,6,10.0,RCUK_UK,NON-CLINICAL,28,Pig,2013.0,0.03,0.03,0.12,0.03
684_11C,684_11C,17,8.0,RCUK_UK,NON-CLINICAL,25,Pig,2013.0,0.03,0.03,0.12,0.03
684_12A,684_12A,17,8.0,RCUK_UK,NON-CLINICAL,25,Pig,2013.0,0.03,0.03,0.12,0.03
684_12B,684_12B,8,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.12,0.03
684_12C,684_12C,6,9.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.03,0.12,0.03
684_13A,684_13A,8,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.12,0.03
684_13C,684_13C,8,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.03,0.12,0.03
684_14B,684_14B,12,8.0,RCUK_UK,NON-CLINICAL,9,Pig,2013.0,0.03,0.015,0.12,0.03
684_14C,684_14C,12,8.0,RCUK_UK,NON-CLINICAL,9,Pig,2013.0,0.03,0.015,0.12,0.03
684_16A,684_16A,6,9.0,RCUK_UK,NON-CLINICAL,9,Pig,2013.0,0.03,0.03,1.0,0.25
684_17C,684_17C,6,10.0,RCUK_UK,NON-CLINICAL,15,Pig,2013.0,0.03,0.004,0.06,0.03
684_18B,684_18B,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.06,0.06,1.0,0.5
684_18C,684_18C,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.06,1.0,0.5
684_19B,684_19B,6,10.0,RCUK_UK,NON-CLINICAL,30,Pig,2013.0,0.03,0.015,0.12,0.03
684_1B,684_1B,6,9.0,RCUK_UK,NON-CLINICAL,8,Pig,2013.0,0.03,0.03,0.5,0.03
684_20A,684_20A,8,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.06,0.25,0.03
684_20C,684_20C,12,8.0,RCUK_UK,NON-CLINICAL,9,Pig,2013.0,0.03,0.015,0.12,0.03
684_21A,684_21A,11,8.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.12,0.03
684_21B,684_21B,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.03,0.5,1.0
684_21C,684_21C,11,8.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.03,0.12,0.03
684_24C,684_24C,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.06,0.5,0.5
684_25C,684_25C,6,10.0,RCUK_UK,NON-CLINICAL,15,Pig,2013.0,0.03,0.015,0.12,0.03
684_2A,684_2A,17,8.0,RCUK_UK,NON-CLINICAL,25,Pig,2013.0,0.03,0.015,0.12,0.03
684_3A,684_3A,7,11.0,RCUK_UK,NON-CLINICAL,15,Pig,2013.0,0.03,0.03,0.12,0.06
684_3B,684_3B,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.06,0.5,0.25
684_3C,684_3C,6,10.0,RCUK_UK,NON-CLINICAL,28,Pig,2013.0,0.03,0.03,0.12,0.03
684_4A,684_4A,8,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.12,0.03
684_5A,684_5A,8,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.12,0.03
684_5B,684_5B,6,10.0,RCUK_UK,NON-CLINICAL,28,Pig,2013.0,0.03,0.06,0.25,0.03
684_6A,684_6A,6,10.0,RCUK_UK,NON-CLINICAL,15,Pig,2013.0,0.03,0.015,0.12,0.03
684_6B,684_6B,8,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.12,0.03
684_6C,684_6C,12,8.0,RCUK_UK,NON-CLINICAL,9,Pig,2013.0,0.03,0.015,0.12,0.03
684_7A,684_7A,17,8.0,RCUK_UK,NON-CLINICAL,25,Pig,2013.0,0.03,0.015,0.12,0.03
684_7C,684_7C,17,8.0,RCUK_UK,NON-CLINICAL,25,Pig,2013.0,0.03,0.015,0.12,0.03
684_8A,684_8A,8,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.12,0.03
684_8C,684_8C,8,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.25,0.03
684_9B,684_9B,12,8.0,RCUK_UK,NON-CLINICAL,9,Pig,2013.0,0.03,0.015,0.12,0.03
714_14B,714_14B,6,10.0,RCUK_UK,NON-CLINICAL,28,Pig,2014.0,0.03,0.03,0.25,0.03
714_15A,714_15A,24,28.0,RCUK_UK,NON-CLINICAL,7,Pig,2014.0,0.03,0.008,0.12,0.03
714_19B,714_19B,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2014.0,0.03,0.06,0.5,0.5
714_3A,714_3A,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2014.0,0.03,0.06,0.5,0.5
714_7B,714_7B,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2014.0,0.03,0.06,0.5,0.5
784_10A,784_10A,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.12,0.06,2.0,2.0
784_10B,784_10B,13,8.0,RCUK_UK,NON-CLINICAL,6,Pig,2013.0,0.03,0.015,0.25,0.03
784_15B,784_15B,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.12,0.06,1.0,1.0
784_16B,784_16B,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.06,0.06,1.0,1.0
784_17C,784_17C,5,21.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.12,0.06,1.0,2.0
784_18C,784_18C,6,9.0,RCUK_UK,NON-CLINICAL,31,Pig,2013.0,0.03,0.03,0.5,0.5
784_20A,784_20A,13,8.0,RCUK_UK,NON-CLINICAL,6,Pig,2013.0,0.03,0.015,0.12,0.03
784_21A,784_21A,7,11.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.015,0.12,0.03
784_23B,784_23B,5,21.0,RCUK_UK,NON-CLINICAL,21,Pig,2013.0,0.03,0.03,0.5,1.0
784_23C,784_23C,9,8.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.015,0.12,0.03
784_2C,784_2C,13,8.0,RCUK_UK,NON-CLINICAL,6,Pig,2013.0,0.03,0.015,0.12,0.03
784_3A,784_3A,6,10.0,RCUK_UK,NON-CLINICAL,,Pig,2013.0,0.03,0.008,0.06,0.03
784_5C,784_5C,11,8.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.12,0.03
784_6A,784_6A,7,14.0,RCUK_UK,NON-CLINICAL,31,Pig,2013.0,0.03,0.03,0.25,0.03
784_7A,784_7A,9,13.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.06,0.25,0.06
784_7B,784_7B,6,9.0,RCUK_UK,NON-CLINICAL,9,Pig,2013.0,0.03,0.12,1.0,0.25
784_8B,784_8B,11,8.0,RCUK_UK,NON-CLINICAL,16,Pig,2013.0,0.03,0.015,0.12,0.03
784_9A,784_9A,12,8.0,RCUK_UK,NON-CLINICAL,9,Pig,2013.0,0.03,0.03,0.5,0.06
876_15B,876_15B,12,8.0,RCUK_UK,NON-CLINICAL,9,Pig,2013.0,0.03,0.015,0.12,0.03
876_15C,876_15C,12,8.0,RCUK_UK,NON-CLINICAL,9,Pig,2013.0,0.03,0.015,0.12,0.03
876_19A,876_19A,6,9.0,RCUK_UK,NON-CLINICAL,8,Pig,2013.0,0.03,0.03,1.0,0.5
876_1A,876_1A,6,10.0,RCUK_UK,NON-CLINICAL,15,Pig,2013.0,0.03,0.008,0.06,0.03
876_20A,876_20A,12,8.0,RCUK_UK,NON-CLINICAL,9,Pig,2013.0,0.03,0.008,0.25,0.03
876_21B,876_21B,6,10.0,RCUK_UK,NON-CLINICAL,30,Pig,2013.0,0.03,0.03,0.12,0.03
876_2A,876_2A,12,8.0,RCUK_UK,NON-CLINICAL,9,Pig,2013.0,0.03,0.015,0.12,0.03
876_3B,876_3B,5,21.0,RCUK_UK,NON-CLINICAL,29,Pig,2013.0,0.03,0.06,0.5,0.5
876_6C,876_6C,6,9.0,RCUK_UK,NON-CLINICAL,10,Pig,2013.0,0.03,0.015,0.12,0.03
01ZN_ST222,01ZN-ST222,1,4.0,Lola_Vietnam,SYS-OTHER,2,Pig,2010.0,0.015,0.03,0.125,0.031
01ZN_TG183,01ZN-TG183,1,4.0,Lola_Vietnam,SYS-OTHER,2,Pig,2010.0,0.015,0.03,0.125,0.031
01ZN_TG187,01ZN-TG187,1,4.0,Lola_Vietnam,SYS-OTHER,2,Pig,,0.015,0.03,0.125,0.031
01ZN_TG189,01ZN-TG189,1,4.0,Lola_Vietnam,SYS-OTHER,2,Pig,2010.0,0.015,0.03,0.125,0.031
BM178a,BM178a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2000.0,0.015,0.03,0.125,0.031
BM190a,BM190a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2000.0,0.015,0.008,0.125,0.031
BM191a,BM191a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2000.0,0.015,0.015,0.125,0.031
BM197a,BM197a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2000.0,0.015,0.03,0.125,0.031
BM198a,BM198a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2000.0,0.015,0.03,0.125,0.031
BM203a,BM203a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2000.0,0.015,0.03,0.125,0.031
BM209a,BM209a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2000.0,0.015,0.03,0.125,0.031
BM211a,BM211a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2000.0,0.015,0.03,0.125,0.031
BM213a,BM213a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2000.0,0.015,0.03,0.125,0.031
BM216a,BM216a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2001.0,0.015,0.015,0.125,0.031
BM224C,BM224C,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2001.0,0.015,0.03,0.125,0.031
BM228C,BM228C,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2001.0,0.015,0.03,0.125,0.031
BM231a,BM231a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2001.0,0.015,0.015,0.125,0.031
BM237a,BM237a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2001.0,0.015,0.015,0.125,0.031
BM241a,BM241a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2001.0,0.015,0.015,0.125,0.031
BM251C,BM251C,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2001.0,0.015,0.015,0.125,0.031
BM253a,BM253a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2001.0,0.015,0.015,0.125,0.031
BM257a,BM257a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2001.0,0.015,0.03,0.125,0.031
BM264a,BM264a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2002.0,0.015,0.03,0.125,0.031
BM272C,BM272C,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2002.0,0.015,0.03,0.125,0.031
BM278a,BM278a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2002.0,0.015,0.03,0.125,0.031
BM303a,BM303a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2002.0,0.015,0.03,0.125,0.031
BM308a,BM308a,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2002.0,0.015,0.015,0.125,0.031
BM315C,BM315C,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2002.0,0.015,0.015,0.125,0.031
BM321C,BM321C,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2002.0,0.015,0.03,0.125,0.031
BM329B,BM329B,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2003.0,0.015,0.03,0.125,0.031
FX90_2,FX90_2,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2006.0,0.015,0.03,0.125,0.031
FX77_1,FX77_1,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2006.0,0.015,0.03,0.125,0.031
FX74,FX74,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2006.0,0.015,0.03,0.5,0.031
FX540_1,FX540_1,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2007.0,0.015,0.03,0.25,0.031
FX478,FX478,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2007.0,0.015,0.015,0.125,0.031
FX28_2,FX28_2,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2006.0,0.015,0.03,0.25,0.031
FX109,FX109,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2006.0,0.015,0.03,0.25,0.031
FX14,FX14,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2006.0,0.015,0.03,0.25,0.031
FX50_2,FX50_2,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2006.0,0.015,0.03,0.25,0.031
FX507_1,FX507_1,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2007.0,0.03,0.03,0.25,0.031
FX543_1,FX543_1,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2007.0,0.015,0.03,0.125,0.031
FX419,FX419,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2007.0,0.015,0.03,0.25,0.031
FX415_6,FX415_6,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2007.0,0.015,0.03,0.25,0.031
FX230,FX230,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2007.0,0.015,0.015,0.125,0.031
FX275,FX275,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2007.0,0.015,0.03,0.125,0.031
FX328_4,FX328_4,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2007.0,0.015,0.015,0.06,0.5
FX428_1,FX428_1,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2007.0,0.015,0.008,0.06,0.5
FX211,FX211,1,4.0,Lola_Vietnam,NON-CLINICAL,2,Pig,2007.0,0.015,0.03,0.25,0.031
BM407,BM407,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2004.0,0.015,0.015,0.25,0.031
SS38,SS38,1,4.0,Lola_Vietnam,SYS-BRAIN,2,Human,2006.0,0.015,0.03,0.25,0.031
